'sample #','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
8508,-231,-96,135,164,-183,19,-49,-137,18,91,95,80,15,214,-120
8509,-242,-107,135,175,-188,14,-66,-151,6,80,85,82,21,230,-118
8510,-241,-109,132,175,-186,11,-64,-152,5,82,89,82,18,208,-119
8511,-240,-99,141,169,-190,21,-58,-144,11,85,93,83,18,196,-120
8512,-146,-28,117,87,-131,44,-38,-126,31,111,115,105,16,202,-125
8513,-128,-15,113,71,-120,49,-38,-122,32,114,119,108,14,212,-123
8514,-274,-156,118,215,-195,-20,-85,-170,-15,66,76,62,19,201,-121
8515,-353,-237,115,295,-233,-62,-111,-196,-45,42,52,38,21,198,-122
8516,-273,-149,123,211,-197,-13,-80,-167,-17,71,83,69,22,221,-120
8517,-190,-82,108,136,-149,12,-55,-148,10,90,106,92,19,219,-120
8518,-195,-107,88,151,-141,-10,-73,-163,-7,80,92,78,19,218,-122
8519,-242,-137,105,189,-173,-17,-76,-167,-13,79,89,75,19,212,-119
8520,-243,-137,106,190,-173,-16,-71,-162,-9,79,93,81,19,199,-122
8521,-221,-112,109,166,-164,-2,-70,-160,-11,80,92,78,16,214,-126
8522,-241,-80,161,160,-201,40,-54,-142,13,104,118,99,18,232,-123
8523,-191,-75,117,133,-154,20,-69,-155,1,97,112,97,25,232,-125
8524,-194,-93,100,144,-147,3,-76,-169,-11,86,98,85,23,231,-130
8525,-249,-107,142,178,-195,17,-73,-169,-8,90,107,90,21,231,-132
8526,-266,-121,145,194,-205,11,-86,-180,-15,83,99,82,21,246,-136
8527,-289,-107,181,198,-235,36,-76,-172,-9,95,112,94,21,250,-139
8528,-264,-98,166,181,-215,33,-80,-180,-21,88,110,90,17,228,-139
8529,-210,-91,119,151,-164,13,-92,-187,-20,82,99,77,20,241,-147
8530,-215,-81,134,148,-174,26,-83,-183,-13,90,112,88,26,259,-147
8531,-244,-62,183,153,-213,60,-61,-162,4,115,137,110,20,269,-149
8532,-224,-48,176,136,-200,64,-56,-152,11,125,144,113,16,283,-157
8533,-222,-49,173,135,-197,61,-54,-157,10,125,146,113,16,285,-160
8534,-218,-38,181,128,-199,71,-53,-156,13,131,151,125,18,282,-163
8535,-207,-40,166,123,-186,63,-57,-157,9,127,150,125,19,270,-167
8536,-223,-46,177,135,-200,65,-46,-151,21,138,158,126,15,285,-174
8537,-233,-58,176,145,-204,58,-52,-162,15,132,150,125,18,297,-178
8538,-237,-39,198,138,-217,79,-41,-156,26,146,162,138,18,292,-191
8539,-268,-16,251,142,-259,117,-19,-134,51,171,189,152,9,301,-195
8540,-255,-12,243,134,-249,115,-17,-132,53,171,193,152,9,309,-198
8541,-232,-2,230,117,-230,113,-14,-146,40,160,188,150,9,316,-201
8542,-224,3,227,110,-225,115,-27,-163,26,153,181,142,6,331,-204
8543,-215,17,232,99,-223,124,-24,-165,23,157,175,145,4,351,-214
8544,-219,27,246,96,-231,136,-21,-163,22,151,169,151,2,356,-212
8545,-178,38,215,70,-196,126,-34,-168,21,147,161,145,2,365,-212
8546,-178,51,230,64,-204,140,-29,-169,21,151,167,147,-2,382,-217
8547,-218,59,277,79,-247,167,-17,-161,35,163,175,156,-6,392,-225
8548,-226,65,291,80,-258,177,-10,-158,44,171,177,161,-5,414,-226
8549,-210,71,282,69,-245,176,-13,-162,36,160,177,169,8,423,-228
8550,-219,70,289,75,-254,179,-16,-164,34,160,179,164,15,411,-233
8551,-233,69,302,82,-267,185,-13,-168,31,164,186,160,2,407,-239
8552,-237,68,306,85,-271,186,0,-166,40,172,193,169,-6,404,-241
8553,-228,59,287,84,-257,172,0,-167,31,163,187,165,1,414,-233
8554,-201,73,275,64,-237,173,-12,-176,28,161,185,162,-4,429,-240
8555,-214,87,301,63,-257,193,-7,-170,47,178,195,176,-7,439,-244
8556,-232,86,317,73,-274,201,14,-151,55,190,213,186,1,419,-247
8557,-169,131,300,19,-234,215,27,-136,68,202,230,193,-1,407,-255
8558,-116,136,252,-10,-184,194,3,-154,55,186,216,183,2,428,-251
8559,-176,77,253,50,-214,165,-23,-173,36,176,201,171,11,435,-248
8560,-201,67,267,67,-234,166,-33,-172,43,186,207,182,20,439,-251
8561,-184,93,277,45,-230,184,-43,-174,49,195,217,190,23,438,-251
8562,-180,111,290,35,-235,200,-48,-176,54,201,222,191,21,426,-245
8563,-166,115,281,25,-223,198,-64,-178,57,203,225,191,24,435,-239
8564,-167,121,288,23,-227,204,-81,-180,56,204,228,186,25,442,-232
8565,-166,119,286,23,-226,202,-97,-188,53,202,226,191,30,423,-227
8566,-171,118,289,27,-230,203,-130,-201,50,197,218,198,42,412,-215
8567,-164,130,294,17,-228,212,-162,-216,47,201,221,196,41,405,-210
8568,-155,126,281,14,-217,203,-183,-225,41,197,225,189,41,392,-202
8569,-147,117,264,15,-205,190,-200,-228,31,183,214,187,52,386,-186
8570,-141,116,256,13,-198,185,-209,-229,31,184,215,185,57,381,-184
8571,-134,109,243,12,-188,176,-221,-238,27,183,216,183,63,384,-172
8572,-96,127,224,-16,-159,175,-228,-238,31,192,225,194,71,380,-164
8573,-77,138,216,-30,-146,176,-240,-239,29,192,228,197,77,376,-156
8574,-78,126,204,-24,-140,164,-256,-250,21,183,220,193,85,389,-141
8575,-89,115,205,-13,-147,160,-253,-251,24,188,223,196,87,373,-138
8576,-73,123,196,-25,-134,160,-250,-245,25,190,227,199,88,371,-136
8577,-48,158,207,-55,-127,182,-245,-236,38,208,242,217,93,394,-137
8578,-67,138,205,-36,-135,171,-253,-247,32,202,235,210,97,394,-138
8579,-108,128,235,-10,-171,181,-239,-228,49,214,244,219,99,380,-141
8580,-70,151,222,-41,-145,186,-233,-228,48,214,243,222,95,380,-144
8581,3,156,154,-81,-75,155,-245,-251,15,186,221,199,93,380,-137
8582,-34,162,197,-64,-115,179,-230,-256,11,188,229,204,88,389,-131
8583,-65,153,219,-45,-141,186,-233,-261,6,185,228,210,88,385,-121
8584,-61,148,210,-44,-135,179,-239,-262,-4,178,226,207,87,381,-117
8585,-109,114,223,-2,-165,168,-256,-289,-27,160,211,187,77,426,-116
8586,-161,81,243,40,-202,161,-270,-306,-38,150,204,185,79,431,-104
8587,-135,97,231,19,-183,164,-274,-310,-47,144,204,186,82,417,-96
8588,-103,112,215,-5,-159,163,-274,-306,-46,147,205,183,82,425,-94
8589,-117,112,230,2,-173,170,-272,-304,-43,151,207,186,84,418,-100
8590,-183,101,284,41,-233,192,-259,-295,-38,151,210,193,78,418,-100
8591,-256,92,348,82,-302,220,-236,-279,-23,167,227,213,70,432,-102
8592,-160,110,270,25,-214,190,-250,-302,-46,149,209,198,67,438,-109
8593,-101,107,208,-3,-154,157,-273,-329,-74,122,182,172,66,437,-110
8594,-124,93,217,15,-170,155,-277,-333,-76,121,186,175,65,434,-116
8595,-119,109,229,5,-174,169,-260,-316,-58,140,205,194,67,433,-119
8596,-146,107,253,19,-199,179,-244,-299,-42,156,220,210,72,423,-114
8597,-111,107,218,2,-164,162,-254,-299,-45,149,214,210,79,400,-108
8598,-86,104,190,-9,-137,147,-261,-300,-54,142,205,206,87,398,-101
8599,-68,95,163,-14,-115,129,-264,-303,-65,133,196,196,86,394,-95
8600,-50,105,155,-27,-102,129,-260,-296,-57,139,201,203,89,386,-98
8601,-77,96,173,-9,-125,134,-247,-284,-52,144,204,208,95,376,-92
8602,-73,93,166,-10,-119,129,-243,-282,-57,136,200,205,98,374,-80
8603,-51,97,147,-23,-98,121,-248,-284,-57,134,199,200,100,383,-79
8604,-81,100,181,-10,-130,140,-240,-279,-51,147,208,208,101,389,-78
8605,-93,103,196,-5,-144,149,-233,-274,-54,147,211,209,97,381,-76
8606,-59,85,144,-13,-101,115,-248,-292,-70,126,194,182,93,375,-86
8607,-60,93,153,-16,-106,122,-239,-292,-71,129,192,181,91,382,-93
8608,-92,92,184,0,-138,137,-231,-286,-73,124,185,180,80,378,-93
8609,-119,75,194,22,-156,134,-225,-280,-67,125,180,183,84,391,-97
8610,-130,63,194,33,-162,128,-214,-273,-62,129,185,184,83,393,-100
8611,-133,54,187,39,-159,120,-206,-271,-58,131,187,177,74,384,-103
8612,-163,43,206,60,-184,124,-180,-252,-45,142,194,187,72,373,-103
8613,-179,21,200,79,-189,110,-175,-252,-51,133,185,175,63,351,-101
8614,-134,12,146,61,-140,79,-188,-262,-61,124,172,156,65,340,-103
8615,-122,0,122,61,-122,61,-192,-267,-69,116,164,147,65,346,-102
8616,-155,-30,125,93,-140,47,-186,-273,-80,108,158,142,56,335,-93
8617,-171,-52,119,111,-145,33,-177,-272,-89,102,157,136,52,306,-92
8618,-180,-60,119,120,-149,29,-169,-268,-91,100,152,134,50,280,-94
8619,-208,-85,123,146,-165,18,-157,-260,-85,100,150,131,43,257,-90
8620,-220,-103,116,161,-167,6,-154,-256,-86,97,144,123,40,254,-97
8621,-243,-107,137,175,-190,14,-137,-241,-79,104,148,122,40,250,-109
8622,-245,-89,156,167,-200,33,-127,-226,-69,112,156,125,38,269,-114
8623,-237,-99,138,168,-187,19,-141,-230,-74,105,147,122,47,270,-118
8624,-191,-91,100,141,-145,4,-136,-236,-87,92,139,112,45,245,-113
8625,-174,-79,95,126,-134,8,-139,-243,-97,84,134,105,39,235,-106
8626,-271,-124,146,198,-208,10,-146,-243,-102,79,131,104,37,219,-102
8627,-277,-116,161,197,-219,22,-138,-243,-106,79,131,109,25,213,-101
8628,-234,-110,124,172,-179,7,-143,-249,-118,65,112,96,25,227,-97
8629,-233,-121,111,177,-172,-5,-148,-245,-118,55,100,86,30,238,-98
8630,-274,-132,142,203,-207,4,-129,-234,-109,64,107,94,27,212,-102
8631,-297,-156,141,227,-219,-8,-124,-222,-107,67,108,90,21,190,-105
8632,-276,-161,115,219,-195,-23,-134,-228,-110,60,100,83,17,195,-109
8633,-296,-172,124,234,-209,-24,-117,-234,-120,52,96,80,13,181,-104
8634,-255,-156,99,206,-177,-29,-108,-230,-122,49,90,78,12,173,-105
8635,-244,-150,93,197,-168,-29,-108,-223,-111,59,100,74,12,168,-107
8636,-265,-165,100,215,-182,-33,-103,-219,-111,61,100,74,10,158,-103
8637,-217,-166,51,192,-133,-58,-119,-236,-128,39,75,53,7,169,-100
8638,-209,-170,39,190,-123,-67,-125,-234,-130,40,76,48,5,168,-104
8639,-199,-143,57,171,-128,-43,-106,-213,-113,61,92,70,-1,161,-106
8640,-239,-170,70,205,-154,-51,-110,-218,-119,52,84,65,0,153,-107
8641,-283,-204,79,243,-180,-63,-123,-233,-134,41,72,55,9,172,-106
8642,-279,-193,87,236,-183,-53,-119,-238,-137,38,74,53,4,184,-103
8643,-268,-187,81,228,-174,-53,-120,-238,-135,38,72,60,6,180,-103
8644,-243,-176,68,210,-155,-55,-119,-237,-134,41,71,62,9,178,-101
8645,-269,-170,98,219,-183,-37,-113,-232,-131,45,75,65,6,167,-100
8646,-295,-164,132,230,-213,-17,-108,-230,-127,48,81,75,8,178,-97
8647,-313,-165,148,239,-230,-9,-102,-226,-123,54,91,73,2,181,-99
8648,-326,-159,167,243,-246,3,-98,-216,-112,64,100,82,5,189,-97
8649,-274,-165,109,219,-191,-28,-121,-239,-134,37,77,68,11,204,-97
8650,-233,-171,63,202,-148,-54,-141,-264,-160,16,54,47,5,198,-98
8651,-234,-155,79,195,-156,-39,-124,-244,-143,32,73,59,5,191,-98
8652,-248,-159,89,203,-168,-35,-110,-231,-127,51,84,60,-3,191,-104
8653,-253,-166,87,210,-170,-40,-112,-239,-135,40,77,62,-5,188,-98
8654,-230,-150,79,190,-154,-36,-112,-235,-136,32,76,71,7,185,-94
8655,-221,-151,70,186,-145,-41,-115,-237,-134,41,78,62,2,173,-101
8656,-218,-178,40,198,-128,-69,-117,-246,-146,29,70,52,-2,151,-102
8657,-211,-170,41,191,-126,-65,-113,-241,-140,31,72,57,0,144,-105
8658,-200,-143,57,171,-128,-44,-105,-229,-127,42,85,70,1,155,-107
8659,-232,-166,66,199,-149,-50,-110,-235,-129,46,81,69,4,160,-100
8660,-274,-201,73,237,-173,-64,-122,-245,-143,39,71,60,8,159,-102
8661,-247,-184,63,216,-155,-61,-120,-249,-145,34,72,59,7,171,-103
8662,-239,-146,93,193,-166,-27,-103,-231,-127,52,91,77,2,187,-104
8663,-211,-134,77,172,-143,-29,-104,-230,-125,53,95,82,6,185,-108
8664,-204,-161,42,182,-122,-60,-128,-255,-142,41,78,61,6,166,-108
8665,-285,-184,101,234,-193,-42,-121,-243,-139,43,85,65,2,161,-108
8666,-290,-175,115,232,-202,-30,-115,-239,-134,44,90,73,3,162,-110
8667,-266,-169,97,218,-181,-36,-120,-239,-138,44,89,73,7,176,-107
8668,-261,-157,104,209,-182,-27,-116,-232,-132,49,95,82,12,189,-104
8669,-258,-146,112,202,-185,-17,-115,-233,-126,53,95,85,8,188,-108
8670,-249,-148,101,199,-175,-24,-121,-236,-136,45,88,76,3,175,-105
8671,-256,-168,88,212,-171,-40,-125,-242,-143,38,83,68,5,172,-103
8672,-289,-191,97,240,-193,-47,-126,-243,-144,37,81,65,3,178,-105
8673,-282,-177,105,230,-193,-36,-121,-242,-145,39,83,67,1,174,-103
8674,-262,-146,116,204,-188,-16,-107,-231,-133,53,96,82,1,178,-103
8675,-228,-125,103,176,-165,-11,-101,-223,-123,62,106,92,5,180,-103
8676,-239,-147,92,193,-165,-28,-106,-230,-128,57,97,82,4,188,-107
8677,-233,-161,71,197,-151,-46,-113,-235,-135,48,83,73,4,169,-106
8678,-211,-161,51,186,-131,-55,-116,-238,-142,43,77,70,4,159,-104
8679,-280,-216,64,248,-171,-77,-126,-252,-159,31,61,53,-1,160,-101
8680,-292,-229,63,260,-178,-83,-127,-254,-161,26,55,47,-4,162,-104
8681,-285,-212,74,249,-179,-70,-120,-250,-155,29,57,53,-7,174,-111
8682,-305,-202,103,253,-203,-50,-108,-248,-150,33,63,54,-10,172,-119
8683,-313,-174,139,243,-225,-18,-78,-226,-124,59,81,72,-14,182,-132
8684,-333,-178,155,256,-244,-12,-56,-218,-118,64,81,70,-23,190,-144
8685,-330,-186,144,258,-237,-21,-41,-218,-125,51,72,50,-36,191,-156
8686,-350,-194,156,272,-252,-20,-11,-201,-116,53,67,43,-50,178,-165
8687,-367,-200,167,284,-267,-17,23,-183,-121,38,53,31,-69,162,-163
8688,-435,-241,194,338,-314,-24,60,-167,-133,20,36,14,-91,160,-163
8689,-475,-286,189,380,-331,-49,92,-151,-153,-14,2,-20,-112,138,-165
8690,-468,-306,162,387,-314,-72,135,-116,-164,-54,-39,-54,-136,106,-156
8691,-475,-336,139,406,-306,-99,190,-63,-159,-76,-65,-77,-159,69,-146
8692,-477,-371,106,424,-291,-133,242,-10,-166,-102,-94,-102,-182,17,-137
8693,-513,-425,88,469,-300,-169,280,19,-186,-138,-133,-137,-204,-27,-125
8694,-549,-466,83,507,-315,-192,329,67,-179,-161,-160,-167,-224,-57,-124
8695,-579,-516,64,547,-321,-226,387,143,-145,-164,-183,-193,-238,-76,-134
8696,-571,-517,54,544,-312,-232,459,234,-85,-138,-181,-202,-251,-91,-150
8697,-589,-518,71,554,-329,-225,536,324,-12,-96,-169,-200,-260,-126,-168
8698,-581,-587,-7,584,-287,-297,553,364,34,-90,-201,-240,-257,-160,-189
8699,-575,-628,-53,602,-261,-341,586,441,119,-54,-208,-264,-254,-194,-209
8700,-584,-639,-54,612,-265,-347,659,560,223,-4,-200,-270,-257,-216,-228
8701,-562,-651,-89,606,-236,-370,726,690,329,31,-210,-289,-258,-220,-248
8702,-561,-667,-107,614,-226,-387,762,814,459,92,-201,-294,-242,-256,-263
8703,-528,-670,-142,599,-193,-406,773,904,573,165,-176,-285,-214,-273,-279
8704,-496,-675,-178,585,-158,-427,812,1015,685,226,-160,-284,-201,-296,-287
8705,-475,-702,-228,588,-123,-465,834,1121,794,272,-165,-297,-188,-338,-288
8706,-391,-697,-307,544,-41,-503,816,1193,908,335,-153,-300,-154,-345,-294
8707,-326,-694,-368,510,22,-532,815,1321,1076,427,-123,-292,-111,-354,-313
8708,-276,-695,-419,485,73,-557,818,1440,1222,514,-89,-275,-68,-356,-319
8709,-194,-680,-486,437,147,-584,816,1559,1394,625,-44,-251,-14,-393,-325
8710,-160,-696,-536,428,189,-617,852,1738,1645,771,-5,-240,30,-442,-353
8711,-41,-664,-623,353,292,-644,872,1872,1870,911,40,-218,74,-433,-377
8712,55,-684,-739,314,398,-712,840,1978,2065,1023,62,-217,130,-444,-396
8713,110,-698,-807,294,459,-753,813,2080,2242,1130,90,-203,183,-470,-405
8714,238,-637,-876,200,558,-757,778,2178,2435,1270,156,-155,252,-480,-403
8715,352,-615,-966,131,659,-791,736,2271,2622,1400,207,-122,320,-486,-412
8716,436,-595,-1031,80,734,-814,682,2310,2775,1521,261,-80,387,-480,-411
8717,503,-577,-1080,37,792,-829,607,2330,2959,1671,324,-36,463,-457,-419
8718,582,-531,-1114,-26,848,-823,564,2370,3144,1806,381,10,520,-428,-437
8719,673,-515,-1188,-79,931,-852,513,2354,3200,1828,371,15,547,-435,-409
8720,764,-506,-1270,-129,1017,-888,446,2316,3236,1827,349,15,571,-434,-384
8721,799,-462,-1262,-168,1031,-862,382,2266,3286,1847,352,40,596,-416,-366
8722,810,-423,-1233,-194,1022,-828,291,2137,3263,1853,353,67,617,-384,-342
8723,829,-376,-1205,-227,1018,-791,201,1984,3232,1869,375,103,637,-340,-333
8724,822,-334,-1156,-244,990,-746,102,1775,3132,1834,391,141,649,-303,-299
8725,806,-282,-1088,-262,948,-685,-13,1510,2954,1758,400,181,652,-243,-249
8726,793,-253,-1045,-270,919,-649,-115,1285,2759,1651,383,196,648,-201,-193
8727,825,-226,-1051,-299,938,-639,-207,1079,2558,1538,353,206,642,-180,-124
8728,820,-233,-1053,-294,937,-643,-279,860,2334,1386,292,184,608,-167,-60
8729,772,-263,-1034,-254,903,-649,-342,573,1962,1144,206,158,555,-163,23
8730,705,-246,-950,-229,828,-599,-421,178,1433,870,142,155,494,-143,130
8731,582,-284,-866,-149,725,-575,-487,-213,826,520,35,117,405,-118,240
8732,517,-324,-841,-97,680,-583,-502,-461,297,155,-77,81,319,-113,347
8733,472,-391,-863,-41,668,-628,-500,-622,-176,-214,-207,28,240,-168,477
8734,418,-496,-914,39,666,-705,-495,-769,-620,-579,-365,-53,146,-230,606
8735,406,-549,-955,72,681,-753,-474,-861,-895,-809,-464,-104,76,-262,688
8736,400,-611,-1011,105,706,-811,-446,-902,-1101,-994,-549,-150,26,-291,758
8737,385,-662,-1046,139,716,-855,-452,-946,-1234,-1112,-605,-181,-3,-295,802
8738,378,-706,-1084,164,732,-896,-466,-967,-1263,-1145,-638,-207,-14,-327,825
8739,390,-742,-1132,176,762,-937,-452,-950,-1262,-1162,-675,-235,-27,-372,844
8740,390,-776,-1165,193,778,-971,-413,-949,-1301,-1203,-725,-271,-60,-402,862
8741,344,-836,-1180,245,763,-1008,-346,-942,-1356,-1264,-787,-324,-111,-429,879
8742,310,-880,-1190,285,751,-1036,-286,-934,-1401,-1309,-835,-367,-152,-451,897
8743,280,-973,-1253,346,767,-1113,-230,-902,-1466,-1379,-915,-439,-202,-518,935
8744,244,-1074,-1319,415,782,-1197,-188,-877,-1532,-1452,-991,-515,-241,-572,963
8745,243,-1077,-1320,417,782,-1199,-144,-865,-1585,-1492,-1015,-535,-264,-588,969
8746,228,-1052,-1280,412,754,-1166,-96,-829,-1607,-1505,-1017,-534,-289,-583,969
8747,182,-1073,-1255,446,719,-1164,-41,-796,-1636,-1536,-1043,-560,-325,-585,973
8748,121,-1100,-1221,490,671,-1161,35,-747,-1641,-1547,-1068,-592,-365,-586,953
8749,65,-1093,-1157,514,611,-1125,96,-693,-1609,-1514,-1058,-595,-387,-536,914
8750,44,-1067,-1111,511,578,-1089,146,-643,-1577,-1483,-1044,-598,-404,-500,876
8751,52,-1012,-1065,480,559,-1039,216,-586,-1521,-1430,-1010,-588,-425,-459,818
8752,35,-961,-996,463,516,-979,295,-531,-1475,-1384,-976,-569,-445,-403,769
8753,-11,-965,-954,488,472,-960,348,-488,-1458,-1374,-974,-577,-461,-383,745
8754,-22,-947,-925,485,452,-937,416,-427,-1428,-1352,-960,-574,-478,-356,711
8755,-41,-910,-869,476,415,-890,504,-346,-1375,-1309,-933,-566,-494,-317,665
8756,-125,-938,-813,531,345,-876,571,-283,-1317,-1264,-914,-570,-502,-280,606
8757,-189,-922,-733,555,272,-828,654,-216,-1236,-1195,-868,-547,-505,-225,529
8758,-248,-859,-610,553,182,-735,774,-125,-1127,-1099,-800,-505,-513,-143,436
8759,-320,-828,-508,574,94,-668,893,-41,-1030,-1020,-745,-482,-524,-77,343
8760,-308,-742,-434,525,64,-588,1012,26,-968,-959,-699,-455,-541,-41,266
8761,-341,-700,-359,520,10,-530,1115,73,-951,-934,-675,-445,-563,-7,221
8762,-456,-744,-288,600,-83,-517,1203,125,-947,-933,-678,-464,-580,1,181
8763,-533,-763,-230,648,-151,-497,1319,211,-909,-905,-666,-464,-593,16,132
8764,-585,-761,-176,673,-204,-469,1430,274,-883,-882,-643,-456,-607,40,97
8765,-650,-738,-88,694,-281,-413,1541,314,-876,-865,-624,-443,-631,63,59
8766,-674,-738,-64,706,-305,-402,1650,355,-881,-871,-627,-454,-651,84,35
8767,-667,-746,-78,706,-294,-412,1698,360,-901,-879,-633,-469,-655,70,18
8768,-731,-732,-1,732,-364,-367,1771,392,-876,-846,-602,-444,-655,60,-7
8769,-778,-728,49,753,-413,-340,1856,420,-849,-819,-582,-437,-665,77,-42
8770,-829,-705,124,767,-476,-291,1856,378,-852,-791,-554,-421,-673,99,-84
8771,-885,-670,214,778,-549,-229,1901,358,-832,-749,-504,-386,-676,118,-132
8772,-898,-642,256,770,-577,-193,1917,327,-820,-711,-468,-360,-676,160,-186
8773,-911,-616,295,763,-602,-161,1905,284,-821,-684,-444,-346,-678,175,-223
8774,-912,-607,304,759,-608,-152,1941,254,-819,-672,-436,-346,-687,193,-267
8775,-904,-587,317,745,-610,-135,1938,221,-799,-638,-408,-329,-681,230,-309
8776,-939,-598,340,769,-639,-129,1991,212,-773,-608,-387,-320,-677,213,-350
8777,-998,-642,356,819,-677,-143,2036,179,-780,-607,-391,-329,-679,213,-389
8778,-1035,-624,411,829,-722,-107,2091,157,-760,-571,-358,-305,-680,221,-414
8779,-1072,-596,476,833,-773,-61,2174,163,-722,-524,-315,-272,-685,233,-452
8780,-1070,-583,487,825,-778,-49,2196,138,-718,-512,-301,-264,-682,266,-483
8781,-1051,-573,478,811,-764,-48,2215,89,-742,-523,-307,-275,-687,285,-505
8782,-1122,-570,552,844,-836,-9,2267,79,-746,-514,-288,-259,-695,307,-520
8783,-1220,-574,645,896,-932,35,2317,79,-741,-492,-256,-231,-702,279,-530
8784,-1199,-577,622,887,-910,22,2303,43,-775,-513,-268,-250,-708,252,-521
8785,-1176,-582,594,878,-885,6,2269,9,-803,-532,-285,-265,-703,267,-490
8786,-1145,-597,548,870,-846,-25,2200,-36,-840,-557,-306,-281,-687,266,-462
8787,-1121,-594,527,857,-824,-34,2151,-44,-850,-562,-304,-278,-667,237,-435
8788,-1120,-593,527,855,-823,-33,2108,-42,-846,-553,-295,-265,-645,216,-407
8789,-1046,-580,466,812,-755,-58,2010,-71,-870,-570,-305,-273,-622,228,-385
8790,-1049,-564,484,807,-766,-41,1905,-79,-857,-553,-283,-250,-597,222,-352
8791,-1047,-547,499,797,-772,-24,1767,-73,-834,-524,-254,-219,-562,200,-308
8792,-992,-513,480,753,-735,-17,1623,-76,-814,-498,-230,-192,-530,186,-277
8793,-881,-468,413,674,-647,-28,1454,-117,-809,-489,-227,-181,-495,191,-247
8794,-767,-436,332,602,-549,-52,1290,-162,-814,-493,-234,-180,-464,213,-219
8795,-778,-438,340,608,-558,-50,1150,-189,-795,-475,-222,-161,-439,226,-198
8796,-738,-406,332,572,-535,-37,1005,-210,-765,-440,-192,-136,-407,219,-182
8797,-738,-424,314,581,-525,-55,873,-238,-754,-427,-181,-132,-376,208,-165
8798,-754,-445,308,599,-530,-69,745,-270,-742,-411,-169,-128,-349,206,-143
8799,-692,-380,312,536,-501,-35,656,-273,-699,-369,-130,-96,-329,214,-139
8800,-644,-337,307,490,-475,-15,576,-274,-657,-333,-100,-68,-301,241,-147
8801,-588,-278,310,433,-448,15,483,-280,-617,-290,-68,-42,-266,270,-139
8802,-552,-232,320,392,-435,44,395,-301,-590,-259,-42,-21,-242,286,-134
8803,-532,-219,314,375,-422,47,305,-335,-572,-238,-21,-4,-222,286,-139
8804,-525,-198,327,361,-425,64,221,-360,-551,-215,0,9,-200,282,-137
8805,-512,-180,332,346,-421,75,141,-389,-533,-197,18,21,-178,286,-129
8806,-508,-173,335,340,-421,80,62,-427,-525,-185,28,30,-159,286,-120
8807,-477,-140,336,309,-406,97,6,-451,-507,-167,46,47,-142,287,-111
8808,-428,-82,346,255,-386,131,-33,-458,-476,-137,77,77,-123,294,-105
8809,-437,-81,356,259,-396,137,-78,-476,-468,-125,85,81,-108,308,-104
8810,-427,-90,338,258,-382,124,-119,-493,-464,-123,83,80,-95,304,-102
8811,-396,-92,304,244,-350,106,-149,-507,-462,-128,76,78,-81,293,-104
8812,-393,-98,295,246,-343,97,-169,-509,-453,-120,77,78,-72,311,-105
8813,-391,-86,306,238,-348,110,-176,-502,-437,-109,88,87,-63,311,-101
8814,-357,-79,278,218,-317,99,-188,-504,-429,-107,91,88,-53,292,-96
8815,-313,-66,246,189,-279,89,-203,-507,-423,-103,93,91,-43,299,-91
8816,-315,-80,235,197,-275,77,-215,-510,-424,-101,95,92,-34,294,-86
8817,-319,-89,230,203,-274,70,-219,-507,-419,-99,95,92,-30,279,-81
8818,-318,-83,236,201,-277,76,-222,-505,-417,-94,98,95,-25,283,-73
8819,-326,-91,235,209,-280,71,-230,-504,-413,-87,103,97,-22,275,-63
8820,-301,-76,224,189,-262,73,-233,-495,-404,-84,105,102,-14,263,-61
8821,-286,-65,222,176,-254,78,-241,-498,-399,-84,108,103,-8,261,-58
8822,-288,-57,230,172,-259,86,-254,-500,-397,-80,111,103,-6,270,-55
8823,-282,-49,233,165,-256,92,-258,-492,-392,-73,113,107,-4,275,-53
8824,-289,-50,239,170,-263,94,-261,-495,-389,-71,111,104,-7,268,-54
8825,-303,-52,252,178,-277,100,-270,-499,-389,-70,113,105,-4,276,-53
8826,-298,-50,248,174,-273,99,-279,-500,-388,-68,115,106,-4,281,-50
8827,-303,-53,249,178,-276,97,-281,-500,-389,-67,114,105,-4,276,-49
8828,-318,-56,263,187,-290,103,-285,-504,-387,-61,118,112,0,286,-48
8829,-286,-44,242,165,-263,98,-298,-517,-395,-72,107,105,5,290,-47
8830,-308,-42,266,175,-286,111,-295,-512,-389,-66,115,111,5,304,-44
8831,-322,-47,275,185,-298,113,-293,-506,-384,-54,123,117,3,303,-44
8832,-276,-55,222,166,-249,83,-304,-521,-397,-68,110,105,6,288,-44
8833,-313,-58,254,185,-283,97,-300,-514,-389,-59,116,116,6,297,-41
8834,-301,-58,243,179,-272,92,-305,-511,-391,-56,112,116,8,275,-44
8835,-269,-57,211,163,-239,76,-312,-520,-397,-63,108,109,8,245,-44
8836,-289,-64,225,177,-257,80,-312,-521,-398,-63,110,112,7,235,-42
8837,-230,-58,172,144,-201,56,-329,-536,-413,-76,96,97,9,259,-43
8838,-231,-52,179,142,-204,63,-334,-537,-412,-72,100,97,13,280,-43
8839,-277,-64,214,170,-245,74,-330,-532,-404,-64,109,103,8,257,-39
8840,-276,-57,220,166,-247,81,-328,-523,-399,-64,108,103,7,259,-39
8841,-267,-53,214,160,-240,80,-338,-531,-414,-81,96,93,7,286,-40
