'sample #','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
2788,-2848,-6041,-3193,4444,173,-4618,-96,1288,1022,110,-284,-1419,-885,-2376,-90
2789,-2850,-6038,-3189,4443,170,-4614,-102,1284,1026,113,-283,-1420,-876,-2377,-83
2790,-2855,-6042,-3187,4448,167,-4615,-96,1279,1018,105,-287,-1422,-883,-2377,-85
2791,-2848,-6039,-3191,4443,172,-4616,-96,1273,1005,98,-289,-1424,-899,-2373,-91
2792,-2849,-6036,-3188,4442,170,-4612,-102,1267,1001,100,-284,-1417,-906,-2363,-97
2793,-2856,-6042,-3186,4449,165,-4614,-108,1290,1023,105,-288,-1417,-874,-2375,-82
2794,-2851,-6038,-3187,4444,168,-4613,-109,1293,1026,102,-292,-1429,-864,-2374,-75
2795,-2850,-6035,-3186,4442,168,-4610,-105,1283,1014,98,-290,-1419,-874,-2367,-77
2796,-2865,-6043,-3178,4453,157,-4611,-100,1288,1017,103,-288,-1414,-873,-2373,-81
2797,-2869,-6050,-3181,4459,157,-4616,-98,1286,1015,104,-281,-1422,-882,-2371,-89
2798,-2864,-6043,-3179,4453,158,-4611,-100,1285,1012,101,-287,-1424,-887,-2363,-87
2799,-2866,-6038,-3172,4452,153,-4605,-100,1286,1014,102,-290,-1423,-888,-2362,-85
2800,-2866,-6040,-3174,4453,155,-4607,-101,1284,1010,99,-292,-1419,-887,-2370,-82
2801,-2867,-6042,-3176,4454,155,-4609,-102,1282,1007,97,-293,-1422,-884,-2365,-87
2802,-2867,-6047,-3179,4456,156,-4612,-102,1281,1009,99,-289,-1422,-881,-2366,-88
2803,-2864,-6042,-3178,4452,158,-4610,-106,1281,1009,97,-289,-1423,-880,-2371,-83
2804,-2863,-6038,-3175,4450,157,-4607,-107,1283,1009,96,-291,-1426,-881,-2365,-82
2805,-2863,-6040,-3177,4451,157,-4608,-109,1280,1006,95,-293,-1421,-880,-2371,-80
2806,-2857,-6038,-3181,4447,162,-4610,-109,1279,1003,95,-295,-1425,-879,-2373,-84
2807,-2869,-6042,-3173,4455,153,-4608,-108,1280,1005,91,-292,-1424,-879,-2367,-85
2808,-2872,-6038,-3167,4455,148,-4603,-106,1284,1009,95,-291,-1423,-881,-2366,-84
2809,-2871,-6036,-3165,4453,147,-4600,-104,1286,1007,95,-290,-1425,-883,-2367,-78
2810,-2869,-6034,-3165,4451,148,-4599,-105,1282,1005,94,-292,-1430,-885,-2362,-79
2811,-2867,-6032,-3166,4449,150,-4599,-102,1281,1004,93,-303,-1434,-885,-2359,-86
2812,-2869,-6038,-3169,4453,151,-4603,-106,1282,1003,89,-296,-1425,-882,-2362,-84
2813,-2856,-6030,-3174,4443,160,-4602,-106,1285,1006,98,-290,-1429,-886,-2362,-82
2814,-2855,-6031,-3176,4442,161,-4604,-105,1282,1005,96,-292,-1427,-884,-2372,-85
2815,-2855,-6027,-3171,4440,159,-4599,-104,1283,1003,92,-290,-1426,-885,-2369,-88
2816,-2859,-6018,-3159,4438,151,-4589,-100,1284,1003,93,-294,-1427,-890,-2362,-81
2817,-2872,-6022,-3150,4447,140,-4586,-99,1282,1004,94,-293,-1421,-888,-2364,-84
2818,-2874,-6023,-3150,4448,139,-4586,-92,1287,1006,94,-292,-1422,-891,-2367,-97
2819,-2866,-6018,-3152,4441,144,-4585,-93,1289,1007,96,-292,-1421,-890,-2361,-91
2820,-2873,-6018,-3145,4445,137,-4582,-96,1286,1005,99,-295,-1423,-890,-2364,-86
2821,-2869,-6017,-3149,4442,140,-4583,-95,1287,1007,99,-294,-1422,-889,-2370,-87
2822,-2866,-6016,-3150,4440,142,-4583,-93,1292,1010,97,-294,-1424,-892,-2363,-89
2823,-2870,-6014,-3143,4442,137,-4579,-93,1288,1005,93,-296,-1424,-891,-2363,-87
2824,-2862,-6007,-3145,4434,142,-4576,-96,1286,1005,91,-294,-1423,-888,-2358,-80
2825,-2863,-6011,-3148,4437,143,-4580,-97,1286,1005,91,-298,-1426,-891,-2360,-79
2826,-2854,-6008,-3153,4431,150,-4581,-98,1288,1004,94,-297,-1419,-886,-2366,-87
2827,-2859,-6007,-3148,4432,145,-4578,-99,1286,1003,91,-296,-1418,-880,-2372,-90
2828,-2854,-6007,-3153,4430,150,-4580,-102,1284,1001,89,-298,-1423,-883,-2367,-91
2829,-2845,-6002,-3156,4423,156,-4579,-102,1286,1002,90,-302,-1428,-887,-2351,-89
2830,-2852,-6001,-3149,4426,149,-4575,-95,1289,1004,93,-299,-1423,-887,-2359,-87
2831,-2848,-5999,-3150,4423,152,-4574,-98,1290,1006,94,-296,-1420,-887,-2363,-90
2832,-2842,-5992,-3150,4416,155,-4571,-103,1289,1003,90,-299,-1419,-888,-2361,-87
2833,-2830,-5980,-3149,4404,160,-4564,-97,1293,1007,93,-295,-1414,-879,-2361,-84
2834,-2848,-5982,-3133,4414,143,-4557,-92,1296,1010,95,-292,-1411,-876,-2352,-82
2835,-2855,-5989,-3134,4421,140,-4561,-92,1294,1006,94,-291,-1408,-876,-2353,-84
2836,-2843,-5985,-3143,4414,151,-4564,-96,1293,1005,91,-300,-1416,-879,-2357,-88
2837,-2846,-5981,-3134,4413,144,-4557,-94,1297,1009,93,-294,-1408,-878,-2351,-88
2838,-2841,-5973,-3132,4406,146,-4552,-94,1292,1006,92,-291,-1405,-876,-2345,-89
2839,-2841,-5970,-3129,4405,145,-4549,-92,1284,999,84,-296,-1408,-890,-2345,-89
2840,-2836,-5972,-3136,4403,150,-4554,-92,1289,1001,87,-295,-1406,-887,-2346,-91
2841,-2830,-5970,-3140,4400,155,-4555,-96,1296,1005,92,-295,-1413,-878,-2338,-86
2842,-2840,-5971,-3132,4405,146,-4551,-94,1295,1003,87,-292,-1416,-888,-2343,-84
2843,-2839,-5968,-3129,4403,146,-4548,-93,1286,999,85,-298,-1416,-893,-2341,-91
2844,-2830,-5962,-3133,4396,152,-4548,-88,1291,997,86,-295,-1412,-895,-2329,-92
2845,-2831,-5969,-3137,4399,154,-4553,-94,1298,1003,87,-296,-1414,-886,-2333,-87
2846,-2837,-5970,-3132,4403,148,-4551,-99,1286,998,87,-299,-1417,-886,-2332,-88
2847,-2846,-5965,-3119,4405,137,-4543,-94,1278,992,83,-302,-1422,-897,-2330,-89
2848,-2841,-5961,-3120,4401,140,-4541,-103,1291,1004,89,-295,-1415,-877,-2330,-80
2849,-2835,-5959,-3124,4396,145,-4542,-106,1296,1008,92,-293,-1412,-873,-2332,-82
2850,-2842,-5963,-3121,4402,140,-4542,-100,1288,999,83,-302,-1410,-880,-2327,-87
2851,-2841,-5959,-3118,4400,139,-4539,-102,1290,1000,88,-290,-1409,-882,-2328,-87
2852,-2844,-5957,-3114,4400,135,-4536,-102,1290,997,86,-291,-1420,-898,-2333,-92
2853,-2844,-5963,-3118,4403,137,-4540,-103,1288,998,86,-295,-1413,-890,-2334,-89
2854,-2841,-5962,-3121,4401,140,-4541,-104,1289,1004,94,-292,-1411,-882,-2338,-88
2855,-2844,-5956,-3111,4399,134,-4534,-106,1289,1002,89,-298,-1413,-883,-2331,-83
2856,-2844,-5950,-3107,4396,132,-4528,-101,1285,992,81,-294,-1411,-894,-2329,-83
2857,-2838,-5949,-3111,4393,137,-4530,-89,1291,988,78,-294,-1411,-912,-2328,-93
2858,-2835,-5953,-3118,4394,142,-4535,-98,1296,1003,81,-297,-1415,-892,-2332,-88
2859,-2836,-5957,-3121,4396,143,-4539,-111,1287,1000,81,-302,-1412,-874,-2338,-78
2860,-2834,-5952,-3117,4392,142,-4534,-110,1284,998,83,-303,-1412,-881,-2332,-81
2861,-2834,-5947,-3112,4390,139,-4529,-108,1282,996,83,-299,-1423,-888,-2331,-81
2862,-2832,-5944,-3112,4388,140,-4528,-108,1283,994,80,-297,-1418,-887,-2330,-79
2863,-2834,-5948,-3113,4391,140,-4530,-106,1284,995,81,-300,-1418,-884,-2336,-82
2864,-2824,-5947,-3122,4385,149,-4535,-108,1280,991,78,-306,-1422,-885,-2333,-83
2865,-2816,-5943,-3127,4379,156,-4536,-109,1280,990,73,-306,-1423,-882,-2323,-82
2866,-2824,-5939,-3116,4381,146,-4528,-110,1279,988,71,-304,-1421,-879,-2329,-77
2867,-2821,-5937,-3117,4379,149,-4527,-113,1281,993,74,-298,-1416,-877,-2334,-77
2868,-2822,-5947,-3124,4384,152,-4536,-109,1282,995,77,-295,-1416,-875,-2333,-78
2869,-2823,-5947,-3124,4385,151,-4535,-111,1279,991,76,-299,-1415,-874,-2326,-80
2870,-2828,-5941,-3113,4384,143,-4527,-113,1281,991,73,-300,-1417,-877,-2326,-81
2871,-2842,-5944,-3102,4392,131,-4523,-106,1282,990,76,-301,-1416,-882,-2331,-79
2872,-2833,-5945,-3112,4388,140,-4529,-111,1277,991,76,-296,-1412,-876,-2330,-75
2873,-2826,-5944,-3118,4384,146,-4531,-121,1273,985,67,-303,-1416,-876,-2328,-75
2874,-2837,-5949,-3112,4392,138,-4530,-125,1268,979,63,-308,-1423,-881,-2330,-78
2875,-2830,-5945,-3114,4387,143,-4530,-126,1267,979,66,-304,-1423,-879,-2332,-74
2876,-2834,-5949,-3115,4391,141,-4533,-126,1264,974,60,-317,-1433,-885,-2332,-77
2877,-2834,-5949,-3115,4391,141,-4532,-124,1257,970,56,-317,-1429,-887,-2327,-79
2878,-2818,-5939,-3121,4378,152,-4530,-122,1258,970,60,-308,-1423,-890,-2326,-83
2879,-2840,-5959,-3119,4399,140,-4539,-125,1263,972,59,-313,-1429,-880,-2332,-86
2880,-2850,-5963,-3113,4406,132,-4538,-130,1266,975,61,-314,-1424,-860,-2333,-81
2881,-2840,-5956,-3117,4397,139,-4536,-128,1262,976,63,-313,-1428,-862,-2337,-78
2882,-2848,-5958,-3111,4403,132,-4534,-125,1257,968,55,-321,-1433,-868,-2339,-74
2883,-2852,-5955,-3103,4403,126,-4529,-127,1253,964,54,-318,-1431,-866,-2340,-74
2884,-2849,-5961,-3111,4404,131,-4536,-130,1254,966,58,-317,-1433,-868,-2337,-79
2885,-2847,-5963,-3116,4404,135,-4539,-132,1250,962,51,-323,-1435,-869,-2335,-75
2886,-2851,-5964,-3113,4407,131,-4538,-136,1245,958,48,-325,-1435,-867,-2341,-73
2887,-2859,-5963,-3105,4410,123,-4534,-137,1246,957,47,-327,-1439,-868,-2335,-78
2888,-2863,-5968,-3105,4415,121,-4536,-139,1241,953,41,-330,-1444,-871,-2339,-75
2889,-2860,-5970,-3110,4414,126,-4540,-147,1237,948,38,-332,-1446,-869,-2339,-76
2890,-2863,-5964,-3102,4413,120,-4533,-145,1239,948,39,-330,-1446,-871,-2326,-77
2891,-2865,-5967,-3102,4415,119,-4535,-144,1236,947,34,-335,-1449,-873,-2329,-72
2892,-2869,-5973,-3104,4421,118,-4539,-146,1232,941,32,-334,-1451,-872,-2333,-74
2893,-2876,-5977,-3101,4426,113,-4539,-141,1237,947,39,-330,-1447,-872,-2333,-75
2894,-2871,-5974,-3103,4422,117,-4539,-140,1233,944,36,-333,-1447,-873,-2335,-76
2895,-2871,-5976,-3105,4423,118,-4540,-143,1227,936,32,-335,-1451,-883,-2334,-80
2896,-2873,-5974,-3101,4423,114,-4538,-142,1213,919,22,-339,-1452,-904,-2327,-87
2897,-2873,-5969,-3096,4420,113,-4533,-144,1215,925,20,-337,-1451,-899,-2324,-83
2898,-2867,-5966,-3099,4416,117,-4532,-156,1236,948,31,-337,-1447,-858,-2329,-63
2899,-2872,-5974,-3102,4423,115,-4538,-153,1230,935,20,-342,-1447,-858,-2339,-66
2900,-2883,-5986,-3103,4434,111,-4544,-154,1222,934,21,-335,-1455,-870,-2338,-80
2901,-2885,-5984,-3100,4434,108,-4542,-163,1217,933,20,-338,-1456,-866,-2332,-75
2902,-2878,-5979,-3101,4428,112,-4540,-159,1217,926,16,-340,-1451,-870,-2331,-72
2903,-2880,-5984,-3104,4431,113,-4544,-161,1216,923,18,-341,-1453,-868,-2333,-75
2904,-2878,-5984,-3105,4431,114,-4545,-165,1210,919,13,-344,-1457,-870,-2330,-73
2905,-2872,-5975,-3102,4423,115,-4539,-167,1208,919,11,-343,-1452,-867,-2333,-67
2906,-2892,-5987,-3095,4439,102,-4541,-164,1204,912,6,-349,-1453,-866,-2338,-67
2907,-2892,-5993,-3101,4442,105,-4547,-166,1206,913,8,-348,-1458,-866,-2326,-69
2908,-2890,-5991,-3102,4440,107,-4546,-167,1204,913,7,-346,-1458,-863,-2327,-69
2909,-2896,-5991,-3094,4443,100,-4543,-159,1202,910,6,-349,-1461,-867,-2325,-69
2910,-2892,-5996,-3104,4443,106,-4550,-162,1201,908,-1,-351,-1460,-864,-2334,-69
2911,-2890,-6000,-3110,4444,111,-4555,-173,1196,902,-6,-348,-1461,-859,-2340,-69
2912,-2887,-5995,-3108,4441,111,-4552,-175,1193,899,-8,-357,-1463,-857,-2334,-66
2913,-2886,-5992,-3107,4439,111,-4549,-174,1194,899,-8,-358,-1461,-857,-2332,-66
2914,-2886,-5991,-3105,4438,110,-4548,-170,1196,901,-2,-353,-1464,-861,-2324,-65
2915,-2885,-5992,-3107,4438,111,-4550,-173,1192,896,-9,-359,-1465,-860,-2329,-62
2916,-2896,-5994,-3099,4444,102,-4546,-176,1191,894,-11,-358,-1469,-862,-2329,-61
2917,-2895,-5996,-3102,4445,104,-4549,-176,1186,891,-12,-359,-1468,-862,-2336,-57
2918,-2891,-6000,-3109,4445,110,-4554,-178,1185,889,-13,-359,-1467,-859,-2341,-60
2919,-2914,-6014,-3101,4463,94,-4557,-174,1189,889,-12,-357,-1469,-862,-2332,-66
2920,-2918,-6016,-3098,4467,91,-4557,-175,1185,886,-14,-359,-1471,-861,-2331,-63
2921,-2910,-6010,-3100,4460,95,-4555,-172,1180,880,-19,-363,-1475,-869,-2326,-66
2922,-2901,-6005,-3104,4452,102,-4554,-168,1186,880,-18,-363,-1480,-876,-2323,-65
2923,-2896,-5999,-3103,4447,104,-4551,-175,1183,882,-19,-372,-1483,-864,-2328,-58
2924,-2904,-6010,-3106,4457,102,-4558,-178,1172,875,-25,-374,-1475,-854,-2333,-61
2925,-2912,-6013,-3100,4462,94,-4557,-173,1180,876,-21,-361,-1481,-860,-2332,-64
2926,-2914,-6005,-3091,4459,89,-4548,-173,1176,874,-27,-374,-1482,-865,-2327,-55
2927,-2903,-6003,-3100,4452,99,-4552,-177,1171,875,-25,-367,-1478,-860,-2326,-57
2928,-2904,-6003,-3099,4454,98,-4551,-176,1171,871,-28,-373,-1486,-861,-2327,-60
2929,-2903,-6008,-3105,4455,101,-4556,-178,1166,868,-33,-382,-1484,-861,-2332,-59
2930,-2890,-6012,-3122,4450,117,-4567,-181,1167,868,-32,-371,-1481,-857,-2338,-69
2931,-2895,-6012,-3117,4453,112,-4565,-179,1165,867,-33,-380,-1484,-858,-2337,-62
2932,-2907,-6010,-3104,4458,99,-4557,-177,1166,866,-30,-372,-1486,-859,-2330,-61
2933,-2905,-6009,-3104,4456,100,-4556,-178,1164,865,-32,-376,-1484,-856,-2332,-60
2934,-2910,-6007,-3097,4458,94,-4552,-177,1162,863,-35,-386,-1480,-855,-2332,-51
2935,-2918,-6009,-3091,4463,87,-4550,-173,1163,860,-34,-383,-1482,-856,-2327,-51
2936,-2914,-6014,-3100,4464,93,-4557,-172,1159,859,-35,-382,-1483,-856,-2333,-53
2937,-2922,-6016,-3094,4468,87,-4555,-172,1158,855,-40,-387,-1482,-856,-2332,-56
2938,-2918,-6015,-3096,4466,90,-4556,-171,1156,854,-40,-394,-1486,-858,-2335,-54
2939,-2917,-6011,-3094,4463,89,-4553,-172,1152,852,-40,-389,-1483,-857,-2338,-54
2940,-2919,-6006,-3087,4462,84,-4547,-176,1149,849,-45,-392,-1484,-857,-2332,-50
2941,-2915,-6008,-3093,4461,90,-4551,-175,1147,845,-48,-399,-1489,-860,-2338,-48
2942,-2917,-6012,-3095,4464,89,-4553,-172,1148,846,-45,-391,-1481,-855,-2340,-52
2943,-2912,-6009,-3096,4460,93,-4553,-176,1148,847,-44,-389,-1480,-851,-2337,-48
2944,-2912,-6006,-3094,4458,92,-4550,-178,1149,842,-49,-396,-1482,-853,-2332,-44
2945,-2916,-6007,-3091,4461,88,-4549,-179,1147,842,-49,-394,-1482,-851,-2334,-51
2946,-2916,-6007,-3091,4461,88,-4549,-180,1144,841,-46,-396,-1487,-851,-2341,-52
2947,-2918,-6009,-3092,4463,88,-4551,-179,1141,838,-50,-397,-1484,-851,-2343,-51
2948,-2921,-6008,-3087,4464,83,-4547,-178,1143,840,-48,-392,-1480,-847,-2347,-50
2949,-2921,-6009,-3088,4464,84,-4548,-178,1145,838,-50,-397,-1482,-851,-2343,-48
2950,-2920,-6011,-3091,4465,86,-4551,-182,1141,837,-53,-396,-1479,-850,-2341,-48
2951,-2918,-6005,-3088,4461,85,-4547,-184,1141,837,-55,-389,-1474,-845,-2340,-47
2952,-2921,-6006,-3085,4463,82,-4545,-184,1139,836,-57,-393,-1478,-843,-2341,-42
2953,-2921,-6005,-3085,4463,82,-4545,-188,1136,833,-56,-397,-1481,-840,-2342,-42
2954,-2901,-5997,-3096,4449,98,-4547,-187,1138,835,-56,-398,-1482,-842,-2339,-42
2955,-2907,-6006,-3098,4456,96,-4552,-185,1137,833,-57,-398,-1484,-842,-2340,-41
2956,-2918,-6010,-3091,4463,87,-4550,-185,1132,826,-64,-406,-1490,-844,-2334,-42
2957,-2913,-6005,-3092,4459,90,-4549,-187,1128,824,-63,-407,-1490,-841,-2334,-36
2958,-2915,-6013,-3098,4463,92,-4555,-190,1127,820,-69,-408,-1485,-833,-2336,-38
2959,-2911,-6012,-3102,4462,96,-4557,-191,1123,819,-74,-407,-1493,-835,-2333,-44
2960,-2914,-6012,-3098,4463,92,-4555,-187,1122,822,-68,-412,-1499,-844,-2328,-40
2961,-2913,-6011,-3099,4462,93,-4555,-195,1120,816,-73,-418,-1492,-833,-2324,-30
2962,-2914,-6014,-3100,4464,93,-4557,-195,1115,815,-73,-410,-1490,-838,-2328,-40
2963,-2932,-6025,-3093,4478,81,-4559,-186,1109,804,-82,-421,-1499,-861,-2331,-50
2964,-2941,-6023,-3081,4482,70,-4552,-194,1108,805,-81,-419,-1491,-837,-2324,-34
2965,-2939,-6017,-3077,4478,69,-4547,-195,1122,825,-65,-404,-1484,-818,-2311,-26
2966,-2945,-6024,-3078,4484,67,-4551,-196,1123,822,-69,-410,-1493,-826,-2319,-32
2967,-2939,-6021,-3082,4480,72,-4551,-196,1120,820,-70,-412,-1493,-835,-2321,-35
2968,-2937,-6023,-3086,4480,74,-4555,-198,1116,814,-75,-418,-1497,-832,-2323,-33
2969,-2945,-6032,-3086,4488,71,-4559,-203,1110,808,-80,-421,-1498,-823,-2323,-28
2970,-2944,-6030,-3085,4487,70,-4557,-197,1112,809,-78,-420,-1498,-829,-2320,-28
2971,-2946,-6030,-3084,4488,69,-4557,-198,1110,805,-77,-421,-1502,-828,-2321,-34
2972,-2935,-6026,-3091,4480,78,-4558,-197,1112,807,-76,-421,-1500,-828,-2312,-38
2973,-2933,-6026,-3091,4480,79,-4558,-196,1106,802,-82,-423,-1503,-828,-2322,-37
2974,-2940,-6025,-3084,4483,72,-4555,-199,1105,803,-81,-419,-1499,-825,-2324,-34
2975,-2945,-6025,-3079,4485,67,-4552,-199,1108,804,-81,-420,-1501,-829,-2319,-39
2976,-2943,-6030,-3086,4487,72,-4558,-203,1102,796,-91,-427,-1506,-830,-2322,-42
2977,-2938,-6027,-3088,4483,75,-4558,-203,1102,797,-88,-425,-1503,-830,-2321,-38
2978,-2936,-6024,-3088,4480,76,-4556,-202,1102,797,-88,-422,-1504,-833,-2317,-38
2979,-2934,-6020,-3085,4477,76,-4553,-205,1096,790,-90,-423,-1502,-837,-2316,-35
2980,-2939,-6024,-3084,4482,73,-4554,-203,1091,785,-92,-424,-1507,-845,-2318,-41
2981,-2934,-6021,-3086,4478,76,-4554,-202,1103,795,-88,-425,-1507,-834,-2314,-38
2982,-2940,-6022,-3081,4481,70,-4551,-205,1105,799,-91,-429,-1503,-817,-2316,-28
2983,-2942,-6023,-3079,4482,68,-4551,-206,1098,790,-93,-427,-1505,-825,-2315,-29
2984,-2932,-6018,-3084,4475,76,-4551,-206,1099,791,-89,-418,-1500,-826,-2314,-33
2985,-2948,-6029,-3081,4488,66,-4555,-206,1093,785,-98,-433,-1509,-832,-2314,-36
2986,-2959,-6031,-3071,4495,56,-4551,-200,1095,787,-96,-429,-1505,-831,-2317,-33
2987,-2954,-6023,-3068,4488,57,-4545,-198,1098,791,-91,-418,-1502,-828,-2311,-34
2988,-2952,-6025,-3072,4488,60,-4549,-202,1097,788,-91,-426,-1510,-834,-2307,-35
2989,-2953,-6033,-3079,4493,63,-4556,-207,1093,784,-94,-432,-1509,-831,-2313,-38
2990,-2956,-6029,-3073,4493,59,-4551,-206,1090,783,-97,-434,-1512,-832,-2311,-37
2991,-2953,-6025,-3070,4489,58,-4548,-202,1094,787,-93,-425,-1504,-827,-2307,-35
2992,-2947,-6028,-3080,4487,67,-4554,-208,1091,783,-94,-429,-1508,-825,-2313,-37
2993,-2950,-6029,-3078,4489,64,-4553,-213,1089,779,-98,-439,-1507,-822,-2316,-30
2994,-2952,-6026,-3074,4489,61,-4550,-211,1091,782,-94,-438,-1506,-822,-2311,-33
2995,-2947,-6026,-3078,4487,66,-4552,-209,1096,782,-91,-429,-1513,-826,-2316,-37
2996,-2947,-6024,-3076,4486,65,-4550,-211,1092,775,-102,-438,-1513,-825,-2318,-32
2997,-2951,-6021,-3069,4486,59,-4545,-209,1086,777,-99,-440,-1512,-823,-2312,-30
2998,-2949,-6019,-3069,4484,60,-4544,-207,1084,780,-94,-438,-1511,-821,-2313,-29
2999,-2936,-6012,-3075,4475,69,-4543,-208,1086,777,-98,-442,-1509,-820,-2317,-29
3000,-2934,-6010,-3075,4472,71,-4543,-200,1092,784,-91,-438,-1508,-822,-2313,-32
3001,-2942,-6011,-3068,4476,63,-4540,-202,1087,780,-96,-446,-1512,-823,-2313,-27
3002,-2937,-6009,-3071,4473,67,-4540,-209,1084,780,-92,-436,-1507,-817,-2318,-26
3003,-2936,-6009,-3073,4473,69,-4541,-204,1089,783,-90,-436,-1508,-820,-2319,-28
3004,-2937,-6010,-3072,4473,68,-4541,-200,1086,772,-98,-444,-1507,-827,-2322,-25
3005,-2932,-6007,-3075,4469,72,-4541,-195,1093,775,-96,-435,-1502,-828,-2317,-30
3006,-2925,-6005,-3079,4465,77,-4542,-205,1094,784,-93,-437,-1506,-814,-2319,-25
3007,-2929,-6006,-3076,4467,74,-4541,-209,1087,781,-94,-437,-1509,-813,-2317,-22
3008,-2944,-6008,-3063,4476,60,-4536,-208,1085,773,-102,-446,-1515,-826,-2307,-27
3009,-2945,-6003,-3057,4474,56,-4530,-205,1091,782,-92,-441,-1510,-817,-2312,-28
3010,-2945,-5999,-3054,4472,55,-4526,-199,1096,790,-84,-425,-1494,-803,-2313,-21
3011,-2929,-5992,-3062,4460,67,-4527,-210,1091,785,-88,-426,-1496,-803,-2305,-15
3012,-2928,-5987,-3058,4457,66,-4522,-213,1091,783,-91,-429,-1501,-810,-2299,-18
3013,-2940,-5998,-3057,4469,58,-4527,-212,1088,779,-95,-435,-1507,-812,-2310,-24
3014,-2928,-5993,-3064,4460,68,-4528,-211,1087,778,-94,-435,-1510,-813,-2318,-27
3015,-2923,-5984,-3061,4453,69,-4523,-212,1086,778,-95,-436,-1506,-815,-2304,-22
3016,-2925,-5982,-3057,4453,67,-4520,-210,1074,763,-101,-435,-1508,-834,-2301,-28
3017,-2913,-5977,-3064,4444,76,-4521,-208,1073,764,-100,-432,-1506,-837,-2302,-31
3018,-2894,-5972,-3078,4432,93,-4525,-216,1099,793,-86,-427,-1503,-801,-2305,-18
3019,-2908,-5976,-3068,4442,80,-4522,-210,1102,793,-87,-426,-1494,-788,-2313,-14
3020,-2932,-5979,-3047,4456,57,-4513,-206,1096,785,-86,-422,-1493,-804,-2314,-18
3021,-2926,-5974,-3048,4450,61,-4511,-205,1104,793,-74,-418,-1495,-813,-2309,-22
3022,-2918,-5973,-3055,4445,69,-4514,-206,1099,791,-82,-425,-1493,-813,-2306,-24
3023,-2913,-5969,-3056,4441,72,-4513,-207,1101,793,-80,-416,-1494,-813,-2310,-24
3024,-2911,-5970,-3059,4440,74,-4515,-201,1101,791,-80,-415,-1493,-819,-2313,-24
3025,-2915,-5967,-3051,4441,68,-4509,-197,1099,780,-88,-430,-1491,-837,-2307,-27
3026,-2912,-5965,-3053,4438,71,-4509,-201,1104,790,-81,-420,-1490,-828,-2305,-25
3027,-2901,-5961,-3059,4430,79,-4510,-208,1104,801,-75,-412,-1488,-804,-2311,-16
3028,-2905,-5960,-3056,4432,76,-4508,-204,1104,799,-76,-416,-1486,-807,-2308,-20
3029,-2910,-5963,-3053,4436,72,-4508,-201,1103,797,-76,-406,-1490,-812,-2307,-26
3030,-2902,-5958,-3055,4429,77,-4506,-204,1103,795,-79,-407,-1489,-811,-2313,-20
3031,-2908,-5963,-3056,4435,75,-4509,-208,1097,788,-82,-418,-1495,-811,-2316,-22
3032,-2907,-5957,-3050,4431,72,-4503,-209,1098,788,-80,-417,-1498,-812,-2304,-26
3033,-2903,-5950,-3048,4426,73,-4499,-206,1099,790,-80,-412,-1496,-810,-2300,-24
3034,-2905,-5952,-3047,4428,72,-4500,-206,1098,791,-80,-412,-1495,-812,-2300,-23
3035,-2905,-5950,-3045,4427,70,-4497,-209,1098,792,-78,-414,-1497,-814,-2301,-22
3036,-2901,-5944,-3043,4422,72,-4494,-210,1097,789,-79,-420,-1508,-818,-2301,-23
3037,-2896,-5940,-3044,4418,74,-4492,-210,1098,790,-80,-414,-1494,-814,-2298,-22
3038,-2905,-5942,-3038,4423,67,-4490,-209,1095,789,-78,-410,-1496,-815,-2298,-22
3039,-2919,-5949,-3031,4433,57,-4490,-209,1091,785,-83,-419,-1505,-819,-2296,-21
3040,-2914,-5947,-3034,4430,61,-4491,-212,1092,785,-84,-415,-1502,-814,-2295,-24
3041,-2910,-5947,-3036,4428,64,-4492,-210,1093,785,-85,-416,-1509,-818,-2292,-27
3042,-2907,-5944,-3037,4425,66,-4491,-214,1090,782,-90,-422,-1503,-813,-2290,-19
3043,-2900,-5937,-3038,4418,69,-4488,-215,1089,780,-90,-417,-1498,-807,-2293,-18
3044,-2905,-5943,-3039,4423,67,-4491,-213,1088,780,-93,-419,-1503,-816,-2298,-20
3045,-2908,-5951,-3042,4429,68,-4497,-212,1089,782,-95,-423,-1508,-822,-2297,-23
3046,-2913,-5956,-3043,4434,66,-4500,-212,1090,782,-92,-417,-1504,-818,-2298,-23
3047,-2913,-5955,-3042,4433,65,-4499,-215,1087,779,-91,-421,-1502,-815,-2301,-17
3048,-2915,-5958,-3043,4437,64,-4500,-214,1089,782,-86,-421,-1504,-816,-2305,-20
3049,-2909,-5956,-3047,4432,69,-4501,-220,1092,783,-83,-416,-1502,-814,-2295,-24
3050,-2906,-5950,-3044,4427,70,-4498,-221,1085,778,-90,-426,-1507,-814,-2290,-21
3051,-2911,-5956,-3046,4433,68,-4501,-217,1086,779,-87,-422,-1505,-813,-2290,-21
3052,-2907,-5953,-3046,4429,70,-4499,-217,1090,780,-83,-419,-1505,-813,-2288,-22
3053,-2907,-5944,-3037,4425,65,-4490,-215,1087,776,-89,-429,-1504,-813,-2292,-14
3054,-2896,-5941,-3045,4418,75,-4493,-214,1090,780,-85,-420,-1502,-814,-2291,-23
3055,-2887,-5937,-3050,4412,82,-4494,-213,1094,782,-81,-414,-1503,-814,-2293,-30
3056,-2886,-5933,-3046,4409,80,-4489,-212,1095,782,-84,-417,-1501,-813,-2295,-26
